"REF_DATE","GEO","DGUID","Statistic","Household type","Household expenditures, summary-level categories","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2011","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Principal accommodation","Dollars","81","units","0","v54530334","1.1.5.7","21396","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Principal accommodation","Dollars","81","units","0","v54530334","1.1.5.7","20567","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Principal accommodation","Dollars","81","units","0","v54530334","1.1.5.7","21911","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Principal accommodation","Dollars","81","units","0","v54530334","1.1.5.7","23496","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Principal accommodation","Dollars","81","units","0","v54530334","1.1.5.7","22607","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Principal accommodation","Dollars","81","units","0","v54530334","1.1.5.7","23014","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Principal accommodation","Dollars","81","units","0","v54530334","1.1.5.7","23557","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Principal accommodation","Dollars","81","units","0","v54530334","1.1.5.7","28005","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Rented living quarters","Dollars","81","units","0","v54530335","1.1.5.8","2287","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Rented living quarters","Dollars","81","units","0","v54530335","1.1.5.8","2933","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Rented living quarters","Dollars","81","units","0","v54530335","1.1.5.8","1603","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Rented living quarters","Dollars","81","units","0","v54530335","1.1.5.8","2741","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Rented living quarters","Dollars","81","units","0","v54530335","1.1.5.8","2276","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Rented living quarters","Dollars","81","units","0","v54530335","1.1.5.8","3376","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Rented living quarters","Dollars","81","units","0","v54530335","1.1.5.8","2270","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Rented living quarters","Dollars","81","units","0","v54530335","1.1.5.8","3305","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Rented living quarters","Dollars","81","units","0","v54530335","1.1.5.8","2912","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Owned living quarters","Dollars","81","units","0","v54530336","1.1.5.9","13329","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Owned living quarters","Dollars","81","units","0","v54530336","1.1.5.9","14941","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Owned living quarters","Dollars","81","units","0","v54530336","1.1.5.9","15138","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Owned living quarters","Dollars","81","units","0","v54530336","1.1.5.9","15665","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Owned living quarters","Dollars","81","units","0","v54530336","1.1.5.9","17183","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Owned living quarters","Dollars","81","units","0","v54530336","1.1.5.9","15524","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Owned living quarters","Dollars","81","units","0","v54530336","1.1.5.9","16729","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Owned living quarters","Dollars","81","units","0","v54530336","1.1.5.9","16581","","","","0"
"2019","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Owned living quarters","Dollars","81","units","0","v54530336","1.1.5.9","21213","","","","0"
"2010","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54530337","1.1.5.10","3592","","","","0"
"2011","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54530337","1.1.5.10","3522","","","","0"
"2012","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54530337","1.1.5.10","3826","","","","0"
"2013","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54530337","1.1.5.10","3505","","","","0"
"2014","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54530337","1.1.5.10","4037","","","","0"
"2015","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54530337","1.1.5.10","3707","","","","0"
"2016","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54530337","1.1.5.10","4015","","","","0"
"2017","Canada","2016A000011124","Average expenditure per household","Couples with other related or unrelated persons","Water, fuel and electricity for principal accommodation","Dollars","81","units","0","v54530337","1.1.5.10","3672","","","","0"
